[Header]
Data File Name	C:\GCMSsolution\Data\KOM\Huile essentielle\Essential oill.qgm1.QGD
Output Date	01/07/2008
Output Time	03:14:09

[MS Chromatogram]
m/z	1-1 TIC
Event Time(msec)	300
# of Points	9167
Start Time(min)	3.000
End Time(min)	48.830
Ret.Time	Absolute Intensity	Relative Intensity
46.760	14753	0.46
46.765	17234	0.54
46.770	13562	0.43
46.775	15093	0.47
46.780	15373	0.48
46.785	12957	0.41
46.790	14721	0.46
46.795	11444	0.36
46.800	16488	0.52
46.805	15104	0.47
46.810	11685	0.37
46.815	13300	0.42
46.820	14177	0.45
46.825	14692	0.46
46.830	14449	0.45
46.835	12894	0.41
46.840	17988	0.57
46.845	14019	0.44
46.850	13530	0.43
46.855	16323	0.51
46.860	15361	0.48
46.865	14392	0.45
46.870	12034	0.38
46.875	14104	0.44
46.880	16022	0.50
46.885	15956	0.50
46.890	14373	0.45
46.895	15970	0.50
46.900	12204	0.38
46.905	17051	0.54
46.910	15198	0.48
46.915	15646	0.49
46.920	13100	0.41
46.925	11629	0.37
46.930	15153	0.48
46.935	15739	0.49
46.940	13813	0.43
46.945	14315	0.45
46.950	11889	0.37
46.955	13813	0.43
46.960	14618	0.46
46.965	12951	0.41
46.970	15692	0.49
46.975	15849	0.50
46.980	14465	0.45
46.985	15824	0.50
46.990	14463	0.45
46.995	14544	0.46
47.000	13384	0.42
47.005	14953	0.47
47.010	14808	0.47
47.015	13242	0.42
47.020	16180	0.51
47.025	16222	0.51
47.030	14696	0.46
47.035	14284	0.45
47.040	16515	0.52
47.045	13631	0.43
47.050	16264	0.51
47.055	15438	0.49
47.060	13986	0.44
47.065	13433	0.42
47.070	14010	0.44
47.075	16559	0.52
47.080	14699	0.46
47.085	15688	0.49
47.090	14964	0.47
47.095	12375	0.39
47.100	17691	0.56
47.105	14097	0.44
47.110	15900	0.50
47.115	17514	0.55
47.120	13508	0.42
47.125	15053	0.47
47.130	16098	0.51
47.135	16510	0.52
47.140	15569	0.49
47.145	13800	0.43
47.150	16617	0.52
47.155	13960	0.44
47.160	14837	0.47
47.165	15882	0.50
47.170	13994	0.44
47.175	14622	0.46
47.180	14940	0.47
47.185	12455	0.39
47.190	14206	0.45
47.195	13995	0.44
47.200	13812	0.43
47.205	16234	0.51
47.210	13571	0.43
47.215	14391	0.45
47.220	14464	0.45
47.225	13970	0.44
47.230	14214	0.45
47.235	13682	0.43
47.240	15159	0.48
47.245	12151	0.38
47.250	15553	0.49
47.255	14605	0.46
47.260	13857	0.44
47.265	14276	0.45
47.270	15092	0.47
47.275	14909	0.47
47.280	16490	0.52
47.285	13647	0.43
47.290	14937	0.47
47.295	13859	0.44
47.300	13539	0.43
47.305	15527	0.49
47.310	16827	0.53
47.315	15907	0.50
47.320	14249	0.45
47.325	13272	0.42
47.330	17144	0.54
47.335	12317	0.39
47.340	14504	0.46
47.345	15831	0.50
47.350	13960	0.44
47.355	14998	0.47
47.360	13880	0.44
47.365	14191	0.45
47.370	16444	0.52
47.375	14908	0.47
47.380	15263	0.48
47.385	16003	0.50
47.390	12005	0.38
47.395	13756	0.43
47.400	11897	0.37
47.405	15478	0.49
47.410	15464	0.49
47.415	12938	0.41
47.420	14748	0.46
47.425	13359	0.42
47.430	15674	0.49
47.435	14239	0.45
47.440	14375	0.45
47.445	13792	0.43
47.450	15091	0.47
47.455	12775	0.40
47.460	14426	0.45
47.465	14118	0.44
47.470	17784	0.56
47.475	16416	0.52
47.480	13294	0.42
47.485	15410	0.48
47.490	12089	0.38
47.495	15844	0.50
47.500	15047	0.47
47.505	13652	0.43
47.510	14075	0.44
47.515	13369	0.42
47.520	12362	0.39
47.525	14354	0.45
47.530	12512	0.39
47.535	15386	0.48
47.540	14692	0.46
47.545	10728	0.34
47.550	13632	0.43
47.555	14393	0.45
47.560	13079	0.41
47.565	13166	0.41
47.570	15032	0.47
47.575	16109	0.51
47.580	12974	0.41
47.585	15553	0.49
47.590	16894	0.53
47.595	11667	0.37
47.600	16561	0.52
47.605	11556	0.36
47.610	12883	0.40
47.615	13663	0.43
47.620	13033	0.41
47.625	16521	0.52
47.630	15137	0.48
47.635	12530	0.39
47.640	14967	0.47
47.645	15676	0.49
47.650	14309	0.45
47.655	12664	0.40
47.660	14917	0.47
47.665	16386	0.51
47.670	11978	0.38
47.675	16046	0.50
47.680	15880	0.50
47.685	14077	0.44
47.690	15391	0.48
47.695	12917	0.41
47.700	13221	0.42
47.705	14399	0.45
47.710	12961	0.41
47.715	12491	0.39
47.720	16452	0.52
47.725	13023	0.41
47.730	15042	0.47
47.735	16112	0.51
47.740	14431	0.45
47.745	15568	0.49
47.750	14394	0.45
47.755	15825	0.50
47.760	15637	0.49
47.765	14328	0.45
47.770	15830	0.50
47.775	13987	0.44
47.780	13615	0.43
47.785	14402	0.45
47.790	13739	0.43
47.795	17234	0.54
47.800	14116	0.44
47.805	14051	0.44
47.810	13812	0.43
47.815	14691	0.46
47.820	15775	0.50
47.825	14054	0.44
47.830	13083	0.41
47.835	14362	0.45
47.840	14814	0.47
47.845	17581	0.55
47.850	14187	0.45
47.855	12628	0.40
47.860	15801	0.50
47.865	14402	0.45
47.870	14886	0.47
47.875	15423	0.48
47.880	11163	0.35
47.885	15409	0.48
47.890	14280	0.45
47.895	16465	0.52
47.900	16564	0.52
47.905	12878	0.40
47.910	16822	0.53
47.915	14404	0.45
47.920	13193	0.41
47.925	14994	0.47
47.930	12620	0.40
47.935	16551	0.52
47.940	13982	0.44
47.945	14825	0.47
47.950	14349	0.45
47.955	12895	0.41
47.960	14725	0.46
47.965	16098	0.51
47.970	14216	0.45
47.975	16099	0.51
47.980	14493	0.46
47.985	13368	0.42
47.990	14265	0.45
47.995	13258	0.42
48.000	16919	0.53
48.005	12068	0.38
48.010	15181	0.48
48.015	12353	0.39
48.020	14484	0.46
48.025	13280	0.42
48.030	14930	0.47
48.035	10757	0.34
48.040	15144	0.48
48.045	14136	0.44
48.050	13723	0.43
48.055	15668	0.49
48.060	14000	0.44
48.065	15521	0.49
48.070	14461	0.45
48.075	15239	0.48
48.080	14363	0.45
48.085	11181	0.35
48.090	15876	0.50
48.095	15743	0.49
48.100	15053	0.47
48.105	14916	0.47
48.110	13801	0.43
48.115	15674	0.49
48.120	13258	0.42
48.125	13806	0.43
48.130	14184	0.45
48.135	12819	0.40
48.140	12867	0.40
48.145	13584	0.43
48.150	14741	0.46
48.155	15339	0.48
48.160	13321	0.42
48.165	13147	0.41
48.170	14815	0.47
48.175	12986	0.41
48.180	16246	0.51
48.185	14098	0.44
48.190	12782	0.40
48.195	17371	0.55
48.200	15487	0.49
48.205	17048	0.54
48.210	14925	0.47
48.215	15101	0.47
48.220	14483	0.46
48.225	12182	0.38
48.230	14982	0.47
48.235	14105	0.44
48.240	15079	0.47
48.245	16134	0.51
48.250	14026	0.44
48.255	12127	0.38
48.260	13609	0.43
48.265	14488	0.46
48.270	14601	0.46
48.275	17182	0.54
48.280	13632	0.43
48.285	13376	0.42
48.290	13940	0.44
48.295	16007	0.50
48.300	13574	0.43
48.305	12243	0.38
48.310	14564	0.46
48.315	12392	0.39
48.320	16266	0.51
48.325	15631	0.49
48.330	15227	0.48
48.335	16320	0.51
48.340	13237	0.42
48.345	16478	0.52
48.350	16017	0.50
48.355	13354	0.42
48.360	15260	0.48
48.365	13261	0.42
48.370	15955	0.50
48.375	17150	0.54
48.380	15173	0.48
48.385	14585	0.46
48.390	13744	0.43
48.395	12191	0.38
48.400	17099	0.54
48.405	16830	0.53
48.410	14049	0.44
48.415	16505	0.52
48.420	12949	0.41
48.425	13160	0.41
48.430	15582	0.49
48.435	11752	0.37
48.440	14401	0.45
48.445	12693	0.40
48.450	14529	0.46
48.455	15897	0.50
48.460	12933	0.41
48.465	13447	0.42
48.470	13525	0.43
48.475	13757	0.43
48.480	17830	0.56
48.485	14010	0.44
48.490	16268	0.51
48.495	14060	0.44
48.500	11924	0.37
48.505	16867	0.53
48.510	16586	0.52
48.515	13202	0.41
48.520	15431	0.48
48.525	14229	0.45
48.530	13861	0.44
48.535	17478	0.55
48.540	13181	0.41
48.545	14372	0.45
48.550	13884	0.44
48.555	15903	0.50
48.560	17788	0.56
48.565	13478	0.42
48.570	14422	0.45
48.575	15716	0.49
48.580	12934	0.41
48.585	15108	0.47
48.590	13118	0.41
48.595	14523	0.46
48.600	13889	0.44
48.605	13238	0.42
48.610	16679	0.52
48.615	12573	0.40
48.620	13265	0.42
48.625	14029	0.44
48.630	14166	0.45
48.635	15132	0.48
48.640	14645	0.46
48.645	14911	0.47
48.650	14475	0.45
48.655	15311	0.48
48.660	15168	0.48
48.665	14027	0.44
48.670	12824	0.40
48.675	15249	0.48
48.680	11150	0.35
48.685	13869	0.44
48.690	13591	0.43
48.695	12591	0.40
48.700	15069	0.47
48.705	12328	0.39
48.710	16932	0.53
48.715	14774	0.46
48.720	13645	0.43
48.725	14461	0.45
48.730	13383	0.42
48.735	14383	0.45
48.740	12601	0.40
48.745	11536	0.36
48.750	13931	0.44
48.755	12836	0.40
48.760	17074	0.54
48.765	13440	0.42
48.770	11377	0.36
48.775	13759	0.43
48.780	14187	0.45
48.785	15521	0.49
48.790	14943	0.47
48.795	11688	0.37
48.800	15318	0.48
48.805	14728	0.46
48.810	11738	0.37
48.815	14195	0.45
48.820	12326	0.39
48.825	16032	0.50
48.830	15417	0.48

