[Header]
Data File Name	C:\GCMSsolution\Data\KOM\Huile essentielle\Essential oill.qgm1.QGD
Output Date	01/07/2008
Output Time	03:14:09

[MS Chromatogram]
m/z	1-1 TIC
Event Time(msec)	300
# of Points	9167
Start Time(min)	3.000
End Time(min)	48.830
Ret.Time	Absolute Intensity	Relative Intensity
27.905	38249	1.20
27.910	34087	1.07
27.915	35428	1.11
27.920	39990	1.26
27.925	37808	1.19
27.930	38768	1.22
27.935	38337	1.20
27.940	36915	1.16
27.945	36189	1.14
27.950	36944	1.16
27.955	37738	1.19
27.960	37434	1.18
27.965	35233	1.11
27.970	36239	1.14
27.975	37831	1.19
27.980	38628	1.21
27.985	36293	1.14
27.990	37119	1.17
27.995	37149	1.17
28.000	37408	1.18
28.005	35556	1.12
28.010	40240	1.26
28.015	34979	1.10
28.020	39868	1.25
28.025	36652	1.15
28.030	37264	1.17
28.035	37809	1.19
28.040	36632	1.15
28.045	36577	1.15
28.050	37276	1.17
28.055	35409	1.11
28.060	37640	1.18
28.065	37183	1.17
28.070	34982	1.10
28.075	36488	1.15
28.080	33351	1.05
28.085	37238	1.17
28.090	36078	1.13
28.095	34700	1.09
28.100	35806	1.13
28.105	36186	1.14
28.110	34431	1.08
28.115	36479	1.15
28.120	36237	1.14
28.125	35416	1.11
28.130	37425	1.18
28.135	34431	1.08
28.140	37493	1.18
28.145	38082	1.20
28.150	37340	1.17
28.155	37033	1.16
28.160	39140	1.23
28.165	39883	1.25
28.170	36207	1.14
28.175	34829	1.09
28.180	37952	1.19
28.185	35202	1.11
28.190	37733	1.19
28.195	37044	1.16
28.200	34965	1.10
28.205	35936	1.13
28.210	35731	1.12
28.215	37924	1.19
28.220	35939	1.13
28.225	34931	1.10
28.230	37022	1.16
28.235	35027	1.10
28.240	36911	1.16
28.245	35723	1.12
28.250	35823	1.13
28.255	36136	1.14
28.260	35228	1.11
28.265	39295	1.23
28.270	37445	1.18
28.275	37322	1.17
28.280	37663	1.18
28.285	32708	1.03
28.290	36464	1.15
28.295	35385	1.11
28.300	35843	1.13
28.305	36713	1.15
28.310	35198	1.11
28.315	37718	1.19
28.320	36514	1.15
28.325	35413	1.11
28.330	38283	1.20
28.335	35780	1.12
28.340	35720	1.12
28.345	37982	1.19
28.350	37668	1.18
28.355	37418	1.18
28.360	34548	1.09
28.365	36193	1.14
28.370	35755	1.12
28.375	36277	1.14
28.380	40375	1.27
28.385	36991	1.16
28.390	36813	1.16
28.395	36581	1.15
28.400	33908	1.07
28.405	37510	1.18
28.410	35420	1.11
28.415	34844	1.10
28.420	36691	1.15
28.425	33057	1.04
28.430	37962	1.19
28.435	34595	1.09
28.440	35591	1.12
28.445	35781	1.12
28.450	32507	1.02
28.455	35822	1.13
28.460	36885	1.16
28.465	36829	1.16
28.470	39425	1.24
28.475	35925	1.13
28.480	35773	1.12
28.485	35098	1.10
28.490	35402	1.11
28.495	38971	1.22
28.500	35666	1.12
28.505	35745	1.12
28.510	36819	1.16
28.515	36032	1.13
28.520	37184	1.17
28.525	35874	1.13
28.530	38550	1.21
28.535	37880	1.19
28.540	37006	1.16
28.545	37030	1.16
28.550	37061	1.16
28.555	34691	1.09
28.560	37050	1.16
28.565	35419	1.11
28.570	38518	1.21
28.575	35583	1.12
28.580	34709	1.09
28.585	38074	1.20
28.590	35058	1.10
28.595	36341	1.14
28.600	37025	1.16
28.605	35479	1.11
28.610	35681	1.12
28.615	37342	1.17
28.620	35424	1.11
28.625	36542	1.15
28.630	34947	1.10
28.635	36150	1.14
28.640	36027	1.13
28.645	37897	1.19
28.650	36873	1.16
28.655	35700	1.12
28.660	37766	1.19
28.665	37019	1.16
28.670	35129	1.10
28.675	36775	1.16
28.680	37559	1.18
28.685	35817	1.13
28.690	36038	1.13
28.695	34681	1.09
28.700	38642	1.21
28.705	35461	1.11
28.710	37537	1.18
28.715	39231	1.23
28.720	33501	1.05
28.725	39338	1.24
28.730	37327	1.17
28.735	33885	1.06
28.740	35412	1.11
28.745	34997	1.10
28.750	35522	1.12
28.755	35398	1.11
28.760	31387	0.99
28.765	33554	1.05
28.770	34676	1.09
28.775	36260	1.14
28.780	36366	1.14
28.785	36367	1.14
28.790	36156	1.14
28.795	33912	1.07
28.800	35907	1.13
28.805	37434	1.18
28.810	36786	1.16
28.815	37813	1.19
28.820	35043	1.10
28.825	34268	1.08
28.830	37263	1.17
28.835	33778	1.06
28.840	34812	1.09
28.845	35851	1.13
28.850	35034	1.10
28.855	36556	1.15
28.860	32404	1.02
28.865	35771	1.12
28.870	38103	1.20
28.875	35128	1.10
28.880	38854	1.22
28.885	36406	1.14
28.890	33880	1.06
28.895	35252	1.11
28.900	34873	1.10
28.905	35421	1.11
28.910	38216	1.20
28.915	34856	1.10
28.920	36663	1.15
28.925	34963	1.10
28.930	34418	1.08
28.935	36431	1.14
28.940	35275	1.11
28.945	36455	1.15
28.950	35784	1.12
28.955	35534	1.12
28.960	38248	1.20
28.965	36909	1.16
28.970	35309	1.11
28.975	34817	1.09
28.980	34641	1.09
28.985	34765	1.09
28.990	34243	1.08
28.995	34809	1.09
29.000	36519	1.15
29.005	34922	1.10
29.010	36143	1.14
29.015	34796	1.09
29.020	36195	1.14
29.025	34634	1.09
29.030	35214	1.11
29.035	37260	1.17
29.040	36121	1.14
29.045	32966	1.04
29.050	35559	1.12
29.055	34684	1.09
29.060	36750	1.15
29.065	34090	1.07
29.070	36610	1.15
29.075	36386	1.14
29.080	35310	1.11
29.085	34144	1.07
29.090	35570	1.12
29.095	32750	1.03
29.100	36089	1.13
29.105	33759	1.06
29.110	35397	1.11
29.115	36873	1.16
29.120	33596	1.06
29.125	34244	1.08
29.130	36457	1.15
29.135	35077	1.10
29.140	34440	1.08
29.145	34086	1.07
29.150	34824	1.09
29.155	35168	1.11
29.160	34294	1.08
29.165	36555	1.15
29.170	34428	1.08
29.175	33472	1.05
29.180	39401	1.24
29.185	35984	1.13
29.190	33133	1.04
29.195	35817	1.13
29.200	35591	1.12
29.205	33635	1.06
29.210	34936	1.10
29.215	34251	1.08
29.220	37499	1.18
29.225	34193	1.07
29.230	37085	1.17
29.235	37090	1.17
29.240	32903	1.03
29.245	33848	1.06
29.250	32842	1.03
29.255	36600	1.15
29.260	34099	1.07
29.265	32374	1.02
29.270	34601	1.09
29.275	33703	1.06
29.280	35814	1.13
29.285	36034	1.13
29.290	33918	1.07
29.295	36028	1.13
29.300	34348	1.08
29.305	35065	1.10
29.310	35691	1.12
29.315	31754	1.00
29.320	33084	1.04
29.325	32799	1.03
29.330	34973	1.10
29.335	35834	1.13
29.340	34406	1.08
29.345	34953	1.10
29.350	36135	1.14
29.355	28194	0.89
29.360	34986	1.10
29.365	36028	1.13
29.370	35278	1.11
29.375	35658	1.12
29.380	32622	1.03
29.385	35029	1.10
29.390	35535	1.12
29.395	34632	1.09
29.400	34505	1.08
29.405	34726	1.09
29.410	37442	1.18
29.415	35275	1.11
29.420	34405	1.08
29.425	37105	1.17
29.430	35959	1.13
29.435	33036	1.04
29.440	35533	1.12
29.445	32961	1.04
29.450	34264	1.08
29.455	34335	1.08
29.460	35265	1.11
29.465	35220	1.11
29.470	35254	1.11
29.475	33813	1.06
29.480	32514	1.02
29.485	34939	1.10
29.490	34742	1.09
29.495	33979	1.07
29.500	34305	1.08
29.505	34702	1.09
29.510	33052	1.04
29.515	35535	1.12
29.520	34404	1.08
29.525	36443	1.15
29.530	33399	1.05
29.535	34560	1.09
29.540	35184	1.11
29.545	33055	1.04
29.550	36533	1.15
29.555	38735	1.22
29.560	33944	1.07
29.565	35040	1.10
29.570	37380	1.17
29.575	33936	1.07
29.580	34731	1.09
29.585	33949	1.07
29.590	35700	1.12
29.595	32935	1.04
29.600	33530	1.05
29.605	34023	1.07
29.610	33203	1.04
29.615	33849	1.06
29.620	33889	1.07
29.625	34148	1.07
29.630	35871	1.13
29.635	35279	1.11
29.640	35956	1.13
29.645	36368	1.14
29.650	31570	0.99
29.655	34737	1.09
29.660	32212	1.01
29.665	34174	1.07
29.670	33402	1.05
29.675	31915	1.00
29.680	36463	1.15
29.685	34177	1.07
29.690	30127	0.95
29.695	33327	1.05
29.700	34957	1.10
29.705	35382	1.11
29.710	36075	1.13
29.715	33159	1.04
29.720	33455	1.05
29.725	32710	1.03
29.730	33729	1.06
29.735	33843	1.06
29.740	32089	1.01
29.745	35133	1.10
29.750	30510	0.96
29.755	33363	1.05
29.760	33544	1.05
29.765	36162	1.14
29.770	33900	1.07
29.775	36731	1.15
29.780	34523	1.08
29.785	35787	1.12
29.790	33011	1.04
29.795	32290	1.01
29.800	36817	1.16
29.805	32298	1.02
29.810	34840	1.09
29.815	34219	1.08
29.820	33527	1.05
29.825	31351	0.99
29.830	33376	1.05
29.835	34237	1.08
29.840	32755	1.03
29.845	32712	1.03
29.850	35395	1.11
29.855	34241	1.08
29.860	35099	1.10
29.865	34797	1.09
29.870	32744	1.03
29.875	34418	1.08
29.880	33314	1.05
29.885	33405	1.05
29.890	36972	1.16
29.895	30921	0.97
29.900	33771	1.06
29.905	34970	1.10
29.910	34720	1.09
29.915	33736	1.06
29.920	33896	1.07
29.925	33506	1.05
29.930	34929	1.10
29.935	30803	0.97
29.940	34292	1.08
29.945	34287	1.08
29.950	36196	1.14
29.955	32560	1.02
29.960	31957	1.00
29.965	32080	1.01
29.970	33196	1.04
29.975	32437	1.02
29.980	33584	1.06
29.985	32664	1.03
29.990	30289	0.95
29.995	33444	1.05
30.000	32882	1.03
30.005	35288	1.11
30.010	34852	1.10
30.015	33191	1.04
30.020	36558	1.15
30.025	30789	0.97
30.030	33087	1.04
30.035	35911	1.13
30.040	37227	1.17
30.045	35482	1.12
30.050	32642	1.03
30.055	33770	1.06
30.060	35526	1.12
30.065	35980	1.13
30.070	34851	1.10
30.075	33984	1.07
30.080	33172	1.04
30.085	33423	1.05
30.090	33794	1.06
30.095	36901	1.16
30.100	34763	1.09
30.105	34128	1.07
30.110	32077	1.01
30.115	32228	1.01
30.120	33812	1.06
30.125	36297	1.14
30.130	33001	1.04
30.135	32512	1.02
30.140	33067	1.04
30.145	32165	1.01
30.150	33064	1.04
30.155	31814	1.00
30.160	34419	1.08
30.165	31955	1.00
30.170	30603	0.96
30.175	35707	1.12
30.180	32305	1.02
30.185	34401	1.08
30.190	34861	1.10
30.195	31559	0.99
30.200	31214	0.98
30.205	31676	1.00
30.210	34449	1.08
30.215	35700	1.12
30.220	32903	1.03
30.225	37296	1.17
30.230	32645	1.03
30.235	31010	0.97
30.240	33687	1.06
30.245	30739	0.97
30.250	36050	1.13
30.255	34412	1.08
30.260	33385	1.05
30.265	33152	1.04
30.270	34244	1.08
30.275	30989	0.97
30.280	33609	1.06
30.285	33069	1.04
30.290	34174	1.07
30.295	33815	1.06
30.300	31870	1.00
30.305	34486	1.08
30.310	33688	1.06
30.315	32115	1.01
30.320	32444	1.02
30.325	29858	0.94
30.330	31907	1.00
30.335	33452	1.05
30.340	33486	1.05
30.345	35007	1.10
30.350	32762	1.03
30.355	32958	1.04
30.360	35403	1.11
30.365	32680	1.03
30.370	33900	1.07
30.375	30309	0.95
30.380	33176	1.04
30.385	31894	1.00
30.390	30744	0.97
30.395	34302	1.08
30.400	33686	1.06
30.405	33790	1.06
30.410	34040	1.07
30.415	31930	1.00
30.420	33056	1.04
30.425	33731	1.06
30.430	30006	0.94
30.435	33439	1.05
30.440	32500	1.02
30.445	35285	1.11
30.450	35516	1.12
30.455	32571	1.02
30.460	35903	1.13
30.465	32723	1.03
30.470	34550	1.09
30.475	35928	1.13
30.480	31035	0.98
30.485	34400	1.08
30.490	33552	1.05
30.495	31422	0.99
30.500	34318	1.08
30.505	31573	0.99
30.510	33879	1.06
30.515	33780	1.06
30.520	32070	1.01
30.525	32164	1.01
30.530	30156	0.95
30.535	34241	1.08
30.540	32978	1.04
30.545	32135	1.01
30.550	30559	0.96
30.555	31706	1.00
30.560	33515	1.05
30.565	36175	1.14
30.570	32727	1.03
30.575	35426	1.11
30.580	34572	1.09
30.585	33480	1.05
30.590	35837	1.13
30.595	30827	0.97
30.600	34686	1.09
30.605	29149	0.92
30.610	32936	1.04
30.615	33709	1.06
30.620	35177	1.11
30.625	33647	1.06
30.630	34459	1.08
30.635	32576	1.02
30.640	33789	1.06
30.645	31648	0.99
30.650	34741	1.09
30.655	33175	1.04
30.660	29329	0.92
30.665	33315	1.05
30.670	31061	0.98
30.675	33414	1.05
30.680	32998	1.04
30.685	31935	1.00
30.690	32718	1.03
30.695	34651	1.09
30.700	31119	0.98
30.705	32681	1.03
30.710	32166	1.01
30.715	30692	0.96
30.720	31922	1.00
30.725	33681	1.06
30.730	32952	1.04
30.735	31411	0.99
30.740	32857	1.03
30.745	34753	1.09
30.750	30633	0.96
30.755	34982	1.10
30.760	33326	1.05
30.765	30221	0.95
30.770	33342	1.05
30.775	31276	0.98
30.780	33516	1.05
30.785	31200	0.98
30.790	29488	0.93
30.795	35082	1.10
30.800	33893	1.07
30.805	33562	1.05
30.810	31847	1.00
30.815	32793	1.03
30.820	32470	1.02
30.825	31034	0.98
30.830	32516	1.02
30.835	34287	1.08
30.840	33092	1.04
30.845	35032	1.10
30.850	33431	1.05
30.855	33830	1.06
30.860	33918	1.07
30.865	29461	0.93
30.870	32009	1.01
30.875	30398	0.96
30.880	31173	0.98
30.885	33175	1.04
30.890	34712	1.09
30.895	32710	1.03
30.900	31575	0.99
30.905	33488	1.05
30.910	29693	0.93
30.915	32459	1.02
30.920	29804	0.94
30.925	32290	1.01
30.930	30100	0.95
30.935	32463	1.02
30.940	33076	1.04
30.945	31859	1.00
30.950	33386	1.05
30.955	30982	0.97
30.960	29792	0.94
30.965	30810	0.97
30.970	30402	0.96
30.975	31710	1.00
30.980	33162	1.04
30.985	32012	1.01
30.990	31697	1.00
30.995	29285	0.92
31.000	32593	1.02
31.005	33189	1.04
31.010	29055	0.91
31.015	30516	0.96
31.020	30437	0.96
31.025	32782	1.03
31.030	33436	1.05
31.035	33628	1.06
31.040	31918	1.00
31.045	32535	1.02
31.050	30684	0.96
31.055	30526	0.96
31.060	29777	0.94
31.065	29632	0.93
31.070	31075	0.98
31.075	30170	0.95
31.080	31534	0.99
31.085	31266	0.98
31.090	31739	1.00
31.095	32159	1.01
31.100	31634	0.99
31.105	32814	1.03
31.110	32088	1.01
31.115	30127	0.95
31.120	32086	1.01
31.125	32127	1.01
31.130	32781	1.03
31.135	30652	0.96
31.140	30407	0.96
31.145	30935	0.97
31.150	29128	0.92
31.155	31823	1.00
31.160	32319	1.02
31.165	32852	1.03
31.170	31555	0.99
31.175	33321	1.05
31.180	32258	1.01
31.185	33439	1.05
31.190	29423	0.92
31.195	33610	1.06
31.200	35035	1.10
31.205	31253	0.98
31.210	31445	0.99
31.215	33509	1.05
31.220	32333	1.02
31.225	32689	1.03
31.230	29705	0.93
31.235	30208	0.95
31.240	29940	0.94
31.245	30882	0.97
31.250	34459	1.08
31.255	30613	0.96
31.260	32831	1.03
31.265	30633	0.96
31.270	29197	0.92
31.275	33766	1.06
31.280	32691	1.03
31.285	30007	0.94
31.290	31088	0.98
31.295	33669	1.06
31.300	31673	1.00
31.305	30072	0.95
31.310	33176	1.04
31.315	30221	0.95
31.320	30563	0.96
31.325	32106	1.01
31.330	31741	1.00
31.335	30878	0.97
31.340	32003	1.01
31.345	26728	0.84
31.350	33251	1.04
31.355	30349	0.95
31.360	29957	0.94
31.365	33260	1.05
31.370	29362	0.92
31.375	31951	1.00
31.380	32783	1.03
31.385	31436	0.99
31.390	33316	1.05
31.395	30415	0.96
31.400	30908	0.97
31.405	33804	1.06
31.410	29810	0.94
31.415	32251	1.01
31.420	30690	0.96
31.425	30170	0.95
31.430	31293	0.98
31.435	31228	0.98
31.440	32100	1.01
31.445	32252	1.01
31.450	30954	0.97
31.455	30256	0.95
31.460	29169	0.92
31.465	33030	1.04
31.470	32665	1.03
31.475	29784	0.94
31.480	30151	0.95
31.485	31078	0.98
31.490	30506	0.96
31.495	31973	1.00
31.500	30893	0.97
31.505	30893	0.97
31.510	32350	1.02
31.515	29571	0.93
31.520	35825	1.13
31.525	30573	0.96
31.530	29776	0.94
31.535	31438	0.99
31.540	29018	0.91
31.545	30751	0.97
31.550	30310	0.95
31.555	31891	1.00
31.560	31993	1.01
31.565	30284	0.95
31.570	29391	0.92
31.575	30829	0.97
31.580	28024	0.88
31.585	30694	0.96
31.590	28639	0.90
31.595	34659	1.09
31.600	31822	1.00
31.605	31065	0.98
31.610	30394	0.96
31.615	29737	0.93
31.620	30217	0.95
31.625	30435	0.96
31.630	27630	0.87
31.635	30943	0.97
31.640	32143	1.01
31.645	29208	0.92
31.650	30156	0.95
31.655	33343	1.05
31.660	30014	0.94
31.665	29798	0.94
31.670	28094	0.88
31.675	30201	0.95
31.680	30469	0.96
31.685	27558	0.87
31.690	29900	0.94
31.695	28562	0.90
31.700	30590	0.96
31.705	28932	0.91
31.710	27935	0.88
31.715	32077	1.01
31.720	30383	0.95
31.725	31514	0.99
31.730	32906	1.03
31.735	28924	0.91
31.740	32980	1.04
31.745	30802	0.97
31.750	29688	0.93
31.755	30094	0.95
31.760	29655	0.93
31.765	33104	1.04
31.770	30161	0.95
31.775	28451	0.89
31.780	30324	0.95
31.785	29673	0.93
31.790	29417	0.92
31.795	31096	0.98
31.800	29163	0.92
31.805	30963	0.97
31.810	28732	0.90
31.815	31150	0.98
31.820	29373	0.92
31.825	30166	0.95
31.830	29856	0.94
31.835	30224	0.95
31.840	28959	0.91
31.845	28691	0.90
31.850	29399	0.92
31.855	32106	1.01
31.860	30949	0.97
31.865	31203	0.98
31.870	31362	0.99
31.875	29757	0.94
31.880	31142	0.98
31.885	33140	1.04
31.890	30574	0.96
31.895	31290	0.98
31.900	30192	0.95
31.905	31994	1.01
31.910	31453	0.99
31.915	29355	0.92
31.920	31510	0.99
31.925	30323	0.95
31.930	33188	1.04
31.935	31623	0.99
31.940	29397	0.92
31.945	30584	0.96
31.950	28268	0.89
31.955	35070	1.10
31.960	31850	1.00
31.965	29317	0.92
31.970	31409	0.99
31.975	32218	1.01
31.980	31197	0.98
31.985	31014	0.97
31.990	29052	0.91
31.995	30369	0.95
32.000	31409	0.99
32.005	28910	0.91
32.010	30450	0.96
32.015	29928	0.94
32.020	31822	1.00
32.025	30603	0.96
32.030	29389	0.92
32.035	30167	0.95
32.040	30058	0.94
32.045	29889	0.94
32.050	31491	0.99
32.055	31421	0.99
32.060	29905	0.94
32.065	30077	0.95
32.070	30387	0.95
32.075	31969	1.00
32.080	30378	0.95
32.085	32293	1.01
32.090	29650	0.93
32.095	30383	0.95
32.100	29041	0.91
32.105	29763	0.94
32.110	29575	0.93
32.115	30413	0.96
32.120	29693	0.93
32.125	32238	1.01
32.130	31406	0.99
32.135	31459	0.99
32.140	32102	1.01
32.145	28498	0.90
32.150	29771	0.94
32.155	30045	0.94
32.160	29680	0.93
32.165	31787	1.00
32.170	31231	0.98
32.175	30602	0.96
32.180	30513	0.96
32.185	29570	0.93
32.190	29990	0.94
32.195	30653	0.96
32.200	30323	0.95
32.205	30989	0.97
32.210	27595	0.87
32.215	31119	0.98
32.220	28364	0.89
32.225	30950	0.97
32.230	27662	0.87
32.235	27817	0.87
32.240	28834	0.91
32.245	28222	0.89
32.250	29205	0.92
32.255	29683	0.93
32.260	30322	0.95
32.265	31323	0.98
32.270	30061	0.94
32.275	29603	0.93
32.280	30724	0.97
32.285	31626	0.99
32.290	29352	0.92
32.295	29818	0.94
32.300	29144	0.92
32.305	31511	0.99
32.310	30234	0.95
32.315	30249	0.95
32.320	31712	1.00
32.325	29638	0.93
32.330	31721	1.00
32.335	31023	0.97
32.340	31092	0.98
32.345	28920	0.91
32.350	29829	0.94
32.355	29931	0.94
32.360	30676	0.96
32.365	27834	0.87
32.370	32373	1.02
32.375	32200	1.01
32.380	30876	0.97
32.385	30652	0.96
32.390	28458	0.89
32.395	30443	0.96
32.400	28995	0.91
32.405	30938	0.97
32.410	30136	0.95
32.415	29050	0.91
32.420	27247	0.86
32.425	29580	0.93
32.430	26922	0.85
32.435	31091	0.98
32.440	29444	0.93
32.445	29149	0.92
32.450	30027	0.94
32.455	30045	0.94
32.460	30589	0.96
32.465	30476	0.96
32.470	29104	0.91
32.475	30614	0.96
32.480	29787	0.94
32.485	31267	0.98
32.490	30487	0.96
32.495	30053	0.94
32.500	30177	0.95
32.505	28935	0.91
32.510	30595	0.96
32.515	30352	0.95
32.520	28502	0.90
32.525	29341	0.92
32.530	29075	0.91
32.535	32399	1.02
32.540	30233	0.95
32.545	28942	0.91
32.550	28792	0.90
32.555	28301	0.89
32.560	30290	0.95
32.565	30011	0.94
32.570	30524	0.96
32.575	30898	0.97
32.580	27160	0.85
32.585	33366	1.05
32.590	29195	0.92
32.595	30022	0.94
32.600	28400	0.89
32.605	30816	0.97
32.610	29504	0.93
32.615	28144	0.88
32.620	28426	0.89
32.625	29375	0.92
32.630	30403	0.96
32.635	29744	0.93
32.640	30063	0.94
32.645	28927	0.91
32.650	31170	0.98
32.655	31768	1.00
32.660	28166	0.89
32.665	29190	0.92
32.670	28176	0.89
32.675	28868	0.91
32.680	29274	0.92
32.685	28552	0.90
32.690	31481	0.99
32.695	29735	0.93
32.700	29137	0.92
32.705	30580	0.96
32.710	31192	0.98
32.715	28858	0.91
32.720	31438	0.99
32.725	27852	0.88
32.730	29864	0.94
32.735	25995	0.82
32.740	29147	0.92
32.745	29073	0.91
32.750	28591	0.90
32.755	26481	0.83
32.760	29058	0.91
32.765	28628	0.90
32.770	30647	0.96
32.775	27847	0.88
32.780	28505	0.90
32.785	29288	0.92
32.790	28875	0.91
32.795	30148	0.95
32.800	26224	0.82
32.805	28650	0.90
32.810	30740	0.97
32.815	26992	0.85
32.820	29436	0.93
32.825	29764	0.94
32.830	31459	0.99
32.835	28476	0.89
32.840	28302	0.89
32.845	27536	0.87
32.850	29765	0.94
32.855	27008	0.85
32.860	30265	0.95
32.865	28738	0.90
32.870	30366	0.95
32.875	29641	0.93
32.880	27701	0.87
32.885	29768	0.94
32.890	30163	0.95
32.895	28068	0.88
32.900	26453	0.83
32.905	26777	0.84
32.910	28059	0.88
32.915	29392	0.92
32.920	30443	0.96
32.925	28399	0.89
32.930	27847	0.88
32.935	29162	0.92
32.940	30106	0.95
32.945	29247	0.92
32.950	31717	1.00
32.955	28122	0.88
32.960	29184	0.92
32.965	30477	0.96
32.970	27318	0.86
32.975	29390	0.92
32.980	28340	0.89
32.985	27372	0.86
32.990	28897	0.91
32.995	26739	0.84
33.000	31287	0.98
33.005	27900	0.88
33.010	28550	0.90
33.015	30599	0.96
33.020	28805	0.91
33.025	30581	0.96
33.030	29210	0.92
33.035	28049	0.88
33.040	28072	0.88
33.045	27536	0.87
33.050	27344	0.86
33.055	28427	0.89
33.060	30103	0.95
33.065	29078	0.91
33.070	27352	0.86
33.075	29039	0.91
33.080	30123	0.95
33.085	28147	0.88
33.090	29709	0.93
33.095	27782	0.87
33.100	29219	0.92
33.105	27213	0.86
33.110	29843	0.94
33.115	28465	0.89
33.120	27468	0.86
33.125	27985	0.88
33.130	27585	0.87
33.135	26789	0.84
33.140	28139	0.88
33.145	30310	0.95
33.150	27515	0.86
33.155	29216	0.92
33.160	28043	0.88
33.165	26508	0.83
33.170	28619	0.90
33.175	24377	0.77
33.180	27384	0.86
33.185	28170	0.89
33.190	29734	0.93
33.195	27709	0.87
33.200	29350	0.92
33.205	29078	0.91
33.210	26316	0.83
33.215	28170	0.89
33.220	26800	0.84
33.225	29101	0.91
33.230	29631	0.93
33.235	29397	0.92
33.240	27977	0.88
33.245	27543	0.87
33.250	27568	0.87
33.255	27572	0.87
33.260	29544	0.93
33.265	29646	0.93
33.270	27846	0.88
33.275	27935	0.88
33.280	26936	0.85
33.285	27585	0.87
33.290	29031	0.91
33.295	29764	0.94
33.300	29493	0.93
33.305	27589	0.87
33.310	29306	0.92
33.315	27007	0.85
33.320	28215	0.89
33.325	28714	0.90
33.330	28393	0.89
33.335	29817	0.94
33.340	25171	0.79
33.345	26528	0.83
33.350	29437	0.93
33.355	27769	0.87
33.360	30215	0.95
33.365	28242	0.89
33.370	25703	0.81
33.375	30281	0.95
33.380	26214	0.82
33.385	28636	0.90
33.390	27391	0.86
33.395	27153	0.85
33.400	28220	0.89
33.405	29017	0.91
33.410	27831	0.87
33.415	28016	0.88
33.420	27260	0.86
33.425	28713	0.90
33.430	29301	0.92
33.435	27008	0.85
33.440	26576	0.84
33.445	27982	0.88
33.450	26130	0.82
33.455	28004	0.88
33.460	27189	0.85
33.465	27783	0.87
33.470	29178	0.92
33.475	31698	1.00
33.480	26334	0.83
33.485	27174	0.85
33.490	26247	0.82
33.495	28666	0.90
33.500	26249	0.82
33.505	28428	0.89
33.510	27900	0.88
33.515	25608	0.80
33.520	28443	0.89
33.525	25764	0.81
33.530	28125	0.88
33.535	27020	0.85
33.540	27422	0.86
33.545	27027	0.85
33.550	26467	0.83
33.555	31173	0.98
33.560	27849	0.88
33.565	25953	0.82
33.570	24862	0.78
33.575	26685	0.84
33.580	25954	0.82
33.585	28536	0.90
33.590	24379	0.77
33.595	29053	0.91
33.600	27335	0.86
33.605	26348	0.83
33.610	28173	0.89
33.615	25597	0.80
33.620	26263	0.83
33.625	28784	0.90
33.630	25756	0.81
33.635	26761	0.84
33.640	26828	0.84
33.645	29441	0.93
33.650	29358	0.92
33.655	26190	0.82
33.660	28992	0.91
33.665	28152	0.88
33.670	30409	0.96
33.675	28103	0.88
33.680	29510	0.93
33.685	29525	0.93
33.690	29351	0.92
33.695	26087	0.82
33.700	29422	0.92
33.705	27930	0.88
33.710	29041	0.91
33.715	28685	0.90
33.720	28112	0.88
33.725	28024	0.88
33.730	27053	0.85
33.735	26984	0.85
33.740	25968	0.82
33.745	24668	0.78
33.750	27648	0.87
33.755	27655	0.87
33.760	25190	0.79
33.765	26588	0.84
33.770	24086	0.76
33.775	27064	0.85
33.780	25931	0.81
33.785	26822	0.84
33.790	27841	0.87
33.795	26262	0.83
33.800	29443	0.93
33.805	27963	0.88
33.810	26057	0.82
33.815	26986	0.85
33.820	27538	0.87
33.825	26057	0.82
33.830	30022	0.94
33.835	25679	0.81
33.840	28101	0.88
33.845	29294	0.92
33.850	24848	0.78
33.855	28996	0.91
33.860	26393	0.83
33.865	27356	0.86
33.870	28394	0.89
33.875	25320	0.80
33.880	27003	0.85
33.885	25077	0.79
33.890	29194	0.92
33.895	26859	0.84
33.900	26936	0.85
33.905	29571	0.93
33.910	26563	0.83
33.915	27079	0.85
33.920	26162	0.82
33.925	27617	0.87
33.930	30067	0.94
33.935	27718	0.87
33.940	24882	0.78
33.945	27101	0.85
33.950	26539	0.83
33.955	25463	0.80
33.960	29204	0.92
33.965	26225	0.82
33.970	29818	0.94
33.975	28553	0.90
33.980	27415	0.86
33.985	27111	0.85
33.990	24283	0.76
33.995	28628	0.90
34.000	27753	0.87
34.005	26926	0.85
34.010	29245	0.92
34.015	28257	0.89
34.020	27509	0.86
34.025	27081	0.85
34.030	24932	0.78
34.035	27711	0.87
34.040	27570	0.87
34.045	29164	0.92
34.050	26798	0.84
34.055	23376	0.73
34.060	26970	0.85
34.065	27929	0.88
34.070	27445	0.86
34.075	26856	0.84
34.080	25301	0.80
34.085	27860	0.88
34.090	28404	0.89
34.095	24770	0.78
34.100	29252	0.92
34.105	27131	0.85
34.110	27547	0.87
34.115	28296	0.89
34.120	24308	0.76
34.125	26173	0.82
34.130	26935	0.85
34.135	26427	0.83
34.140	27500	0.86
34.145	23542	0.74
34.150	27075	0.85
34.155	26921	0.85
34.160	25442	0.80
34.165	26034	0.82
34.170	25563	0.80
34.175	28156	0.88
34.180	27085	0.85
34.185	27155	0.85
